wkt_geom;fid;id_parcelle;id_observateur;year;doy_lambda;lambda;longitude;latitude
Point (941908.29449803754687309 6251343.14233249705284834);654;85899097-1764-14d4-f46d-3312350d992e;e121d121-700b-4693-b2d6-9623c33a98d2;2022;179.5438700116387;0.15115977328943622;941908.2944980375;6251343.142332497
Point (872084.05212223005946726 6332234.10034611169248819);655;04283fb0-6e11-068d-b843-f6b1922476df;2b1357ab-a164-4ed2-a678-e58f0d4ee353;2022;176.07098145055156;0.03768907401657433;872084.0521222301;6332234.100346112
Point (709034.22416115202941 6233552.94952827505767345);656;2aa05754-242b-56d5-b64b-d4a12cb82ace;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;211.17144907971783;0.10304236179290012;709034.224161152;6233552.949528275
Point (746102.26326550962403417 6290324.28418948408216238);657;338fa6a4-5089-182c-b9f9-ddc4210d23be;b5812893-8410-4245-8d8b-adc006768314;2022;179.2432104544424;0.16937648777965086;746102.2632655096;6290324.284189484
Point (941918.8037986020790413 6251373.17646340280771255);662;3ff4ac5f-48e2-10ae-881e-9a79d37d7f49;e121d121-700b-4693-b2d6-9623c33a98d2;2022;185.7418414459629;0.0772480423572153;941918.8037986021;6251373.176463403
Point (950062.20653850771486759 6277846.81472857017070055);663;9ee89c0e-c922-44a2-276b-7caefe2fd897;54321798-02fb-48f3-8208-07e4d9b39af6;2022;178.81398110142706;0.0872574013634528;950062.2065385077;6277846.81472857
Point (768055.11948373261839151 6272307.44819427933543921);664;eb5d7d6f-c416-70ac-9c30-bf5e7359719f;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;194.46151011070182;0.046911291203164056;768055.1194837326;6272307.448194279
Point (768505.245193439302966 6271817.43916196096688509);665;09b446f7-ef47-9657-b487-c2c43b1442c3;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;193.11244480368862;0.06430605405423966;768505.2451934393;6271817.439161961
Point (770182.33088300924282521 6270783.48349461518228054);670;ba98bc6b-5c83-991a-7cb8-3edb53cf71c3;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.64704766938092;0.035484137531305006;770182.3308830092;6270783.483494615
Point (767997.09627619315870106 6272344.79733206983655691);671;9b051ee0-517b-fd17-3412-4a7c25cd9535;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.11396172063078;0.04720016047191686;767997.0962761932;6272344.79733207
Point (715611.27391858038026839 6236813.58391138445585966);672;bb7f8d78-ea72-de5f-6c01-807b098a1814;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;199.27464948832886;0.12124623875658501;715611.2739185804;6236813.583911384
Point (941908.9801319349789992 6251378.96152815409004688);673;a9a9d464-63d5-56bd-5c89-b6063ad2fa7f;e121d121-700b-4693-b2d6-9623c33a98d2;2022;192.30191325554583;0.054116802031192526;941908.980131935;6251378.961528154
Point (824326.25546021247282624 6304320.25739391706883907);674;b817d7e9-1306-4eee-eb19-131f28ad8ce7;476d90d775084bb9;2022;194.83549127422933;0.013706230480322762;824326.2554602125;6304320.257393917
Point (659454.21328309993259609 6243839.88000996131449938);675;b2592c2f-2063-18c7-be43-4a92a9701eda;7ad63fb6-f010-4f70-a262-11c20e1310ee;2022;167.7238446409294;0.0573331919521784;659454.2132830999;6243839.880009961
Point (801199.38351324736140668 6356726.09856720548123121);677;31533dd7-c94b-8cdc-cf23-9ddbfbf06099;850a2c01-0869-464e-8901-26db68aca3c9;2022;199.99655309324478;0.02027235763359858;801199.3835132474;6356726.0985672055
Point (768048.66552292706910521 6272240.45438108779489994);678;7f51477e-52cc-ed9c-89c1-aeec68883316;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;201.43260928671572;0.04563320868570288;768048.6655229271;6272240.454381088
Point (768074.32277180009987205 6272379.87273160926997662);680;6ab7f558-1b63-c7a8-ca7b-04573c40576f;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;203.0358698090658;0.05220396427746488;768074.3227718001;6272379.872731609
Point (768999.96135459328070283 6271940.62546781450510025);681;7078cdce-00af-df2f-ba26-99f82bb956bc;2fb31fe0-d722-496e-beb3-13d7c178a4b3;2022;196.3452846227299;0.054517757862489115;768999.9613545933;6271940.6254678145
Point (824335.53978007601108402 6304299.12619850039482117);683;952ec6ab-f4be-259a-c5e3-3358a2d59dc3;476d90d775084bb9;2022;199.99788651124913;0.014186779404742538;824335.539780076;6304299.1261985
Point (768531.75522398040629923 6271809.59769392386078835);684;1636161d-624d-369d-78be-6c034d9dbbad;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;191.68728294648525;0.05558528394437428;768531.7552239804;6271809.597693924
Point (769087.6818915979238227 6271410.63971508760005236);685;280733c2-fa3a-81b5-cf93-187ee5f3c0c9;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;198.41128860548534;0.042897115430952246;769087.6818915979;6271410.639715088
Point (942746.40318428236059844 6252675.04066056665033102);686;4d5858d9-67c2-9a16-d142-c0a34921d745;e121d121-700b-4693-b2d6-9623c33a98d2;2022;181.71686122367484;0.13414030815288003;942746.4031842824;6252675.040660567
Point (746241.26498977956362069 6289913.53037894237786531);688;92ecb7f8-db7d-2730-de41-6a888b0f9e14;b5812893-8410-4245-8d8b-adc006768314;2022;188.19152467817094;0.09276432585484254;746241.2649897796;6289913.530378942
Point (770153.48885062988847494 6270709.48651539999991655);690;7ff62441-90b4-90f4-8daa-3dfbe2312400;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.25541811719526;0.04182598804991213;770153.4888506299;6270709.4865154
Point (768022.82811125926673412 6272313.68004943057894707);691;87952b2f-2d4c-6517-f1c5-9f48ceadc320;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;194.4905872314026;0.05956308356578013;768022.8281112593;6272313.680049431
Point (973784.19732139096595347 6259038.06088964082300663);692;9520a211-fee7-5e2f-ef5b-5ccb3b9407e5;e121d121-700b-4693-b2d6-9623c33a98d2;2022;175.11427833916574;0.12904487393046934;973784.197321391;6259038.060889641
Point (715502.59047603094950318 6235739.58903111889958382);693;d1396f8c-38fa-a6cc-6196-ce9e234190a8;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;213.2457019774014;0.027018857303569226;715502.590476031;6235739.589031119
Point (770189.36964805296156555 6270758.28286976553499699);695;2aa378b5-7eb9-aa42-98ab-494f271a428f;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;194.31346226184988;0.038578158313627674;770189.369648053;6270758.282869766
Point (916801.0201517001260072 6272372.33944466523826122);698;90f7a9b9-bca2-175f-d71b-8d6f64785500;bd19d6da93786dda;2022;200.1201457838806;0.9999883047480871;916801.0201517001;6272372.339444665
Point (857268.49633530771825463 6345992.57601436972618103);699;80c2ec62-27b7-3acb-bcb9-2c1956a9f17d;b2dc1a22-5535-4fc5-8ffd-af678c24fd0d;2022;156.97999583411521;0.08001013266856526;857268.4963353077;6345992.57601437
Point (681698.20917145756538957 6238277.69590975809842348);700;45239fdc-2d79-d8c2-2fee-6ebfa14c253c;7ad63fb6-f010-4f70-a262-11c20e1310ee;2022;200.83360395236207;0.018528282485442766;681698.2091714576;6238277.695909758
Point (855438.84163958730641752 6344476.75161868426948786);701;b41eba69-4996-55c6-b17a-b840bb28f960;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;183.84512384285608;0.07096241160993946;855438.8416395873;6344476.751618684
Point (843790.30598901910707355 6343411.68325477186590433);702;c17e457f-d7bd-abf4-2b58-aabbd6082a10;bcb402f7-ef9b-4b47-9521-2edc99662651;2022;181.46898313541502;0.12205023056649297;843790.3059890191;6343411.683254772
Point (767994.44183085905387998 6272331.74476301390677691);703;9ee310cf-22a0-97d7-c5a8-83f2ac24baca;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;196.2355589086956;0.054534553221337656;767994.441830859;6272331.744763014
Point (941906.72302545385900885 6251391.28200051002204418);704;b39912ab-244a-e165-283f-119e5d7cb476;e121d121-700b-4693-b2d6-9623c33a98d2;2022;203.37369514350158;0.06419336019733482;941906.7230254539;6251391.28200051
Point (833798.79805832379497588 6325010.33902532048523426);706;fee98050-91c9-642f-d37b-9c4ff69bc101;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;165.8530178092312;0.10109185314352766;833798.7980583238;6325010.3390253205
Point (872029.3529356294311583 6332223.92013146728277206);707;5f3be8d6-2144-df42-65b0-ca032e64a182;2b1357ab-a164-4ed2-a678-e58f0d4ee353;2022;162.60205055127145;0.050512760209847865;872029.3529356294;6332223.920131467
Point (833792.91560843901243061 6324977.52856310084462166);708;e076a802-f37a-01ee-74ad-57bbfddde88b;7163c733-5511-4c99-9346-7d631e8d7469;2022;172.44215535051575;0.09557037080794528;833792.915608439;6324977.528563101
Point (708588.67873855505604297 6229685.71788553334772587);709;197a1887-d537-19d1-4b87-42123d361a60;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;234.43157464587946;0.034712358120457046;708588.678738555;6229685.717885533
Point (707921.60912606469355524 6230278.20267991535365582);711;afd3cda4-cefc-8d73-3034-553be076a5bf;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;207.86329408174328;0.10365624029218697;707921.6091260647;6230278.202679915
Point (866324.95106724416837096 6338151.10549444425851107);712;2b0e8110-afb3-9ae5-ec0e-51c3b8c5b7f7;2b1357ab-a164-4ed2-a678-e58f0d4ee353;2022;180.4136558230607;0.0831852606342277;866324.9510672442;6338151.105494444
Point (953377.21889074286445975 6241407.32708068937063217);713;3ff9b17b-5f87-1d6d-7d93-1019847758a5;54321798-02fb-48f3-8208-07e4d9b39af6;2022;219.98127460255375;0.07640641609150982;953377.2188907429;6241407.327080689
Point (770177.17952791799325496 6270743.64743084460496902);714;8e45899e-0111-ff39-18d5-460eb48ef908;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;190.96472195850902;0.037920467620476496;770177.179527918;6270743.647430845
Point (868352.551840451778844 6332220.09416853357106447);715;0dbb4ecc-6ab0-93bb-ebe1-ea2121e75da0;ad4bfe32-17b9-4021-a677-4071c1897864;2022;100;0.0022800196166182277;868352.5518404518;6332220.094168534
Point (850869.20625524339266121 6355163.91545872297137976);717;a3970c84-68d0-1fbd-7efc-32ec57c4b1e5;124957ca-b92f-4c15-8e7c-f63381b988b6;2022;174.1214279477857;0.11507845788430097;850869.2062552434;6355163.915458723
Point (679169.25595503079239279 6239973.58561083301901817);719;27b5a009-639e-2d1f-e78a-9f126bb52ad7;7ad63fb6-f010-4f70-a262-11c20e1310ee;2022;189.7249678179345;0.027009119751164955;679169.2559550308;6239973.585610833
Point (931230.40702513710130006 6266825.34357153438031673);721;5cccfb6a-9ac9-9ba7-2ee3-7c61ae8acfd4;e121d121-700b-4693-b2d6-9623c33a98d2;2022;173.58805604078543;0.06656574924075022;931230.4070251371;6266825.343571534
Point (768520.1058839769102633 6271814.44977845996618271);723;02b2ff04-8389-9b2b-e37f-82bb4c070b6d;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;194.93039758478736;0.06492839478857991;768520.1058839769;6271814.44977846
Point (709554.65155838255304843 6232137.26833413913846016);724;88003578-e656-787a-d665-146466307b00;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;200.00002929620774;0.07451870288086351;709554.6515583826;6232137.268334139
Point (860516.32391475979238749 6369252.10821580048650503);725;abe84f70-ae2f-9f5e-8e70-f75521165e79;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;176.31144760039243;0.10143841615827244;860516.3239147598;6369252.1082158005
Point (715154.90991348668467253 6236697.44118548184633255);726;f84be29b-49f6-f24b-17db-fc8fd97f0bdf;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;208.01581995240718;0.0704021966785602;715154.9099134867;6236697.441185482
Point (835013.73797180317342281 6335244.45124367345124483);727;40937312-a1e8-5c1c-7cd6-f3685d7c6eb1;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;199.99349148987469;0.011423705156866833;835013.7379718032;6335244.451243673
Point (843789.65365180186927319 6343427.41995027475059032);730;1b38d16e-758f-6f03-5b0b-b4635ac086fe;bcb402f7-ef9b-4b47-9521-2edc99662651;2022;178.51065339897562;0.1292905890239134;843789.6536518019;6343427.419950275
Point (801200.2442070918623358 6356731.82561132777482271);731;92343175-a1b2-63d7-ab06-481e4fc19454;850a2c01-0869-464e-8901-26db68aca3c9;2022;169.64843031065243;0.12060407783229019;801200.2442070919;6356731.825611328
Point (749630.50653202552348375 6268185.58487274777144194);732;6a158e73-5e63-8208-d031-77932beffca9;5156578b-964e-4ca0-a2a6-bf87903bd7ef;2022;100;0.013073648481306894;749630.5065320255;6268185.584872748
Point (768031.64511694083921611 6272322.3306354321539402);733;4e00e869-c5e1-7abf-e365-921a98f06892;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.00156795562174;0.04852534500203986;768031.6451169408;6272322.330635432
Point (715335.03932985698338598 6236886.11919113341718912);734;a74e36c9-1b2c-77ba-9551-a09939f379e1;cc2d5c57-c0a7-404c-933e-86eb1e700d5c;2022;203.22490930469857;0.09105580601332303;715335.039329857;6236886.119191133
Point (871183.8915312533499673 6332897.91543293558061123);736;54922db6-062e-116b-9992-62aac998b9dc;ad4bfe32-17b9-4021-a677-4071c1897864;2022;193.11789522763655;0.052981567520637506;871183.8915312533;6332897.915432936
Point (796196.51710318867117167 6326883.17993579525500536);738;c0f01eaf-5455-3b53-40c2-e0c733d6f5fb;476d90d775084bb9;2022;179.58463353809466;0.041100114767483854;796196.5171031887;6326883.179935795
Point (770156.94324491813313216 6270753.35831540729850531);739;2fbdd806-1241-7574-4bec-b58a6cd2111e;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.36090667257784;0.03579007907745314;770156.9432449181;6270753.358315407
Point (828215.68622937973123044 6318334.46841549593955278);741;d9e85b93-b2c4-e622-f6f4-3839ee949c5f;a73c5c1dba696f08;2022;180.8957518184933;0.09846573186082708;828215.6862293797;6318334.468415496
Point (770156.16858526517171413 6270731.74331878125667572);742;661aca7d-5f00-38e1-adc2-d0795bce336e;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;197.74548020937178;0.03910639213716958;770156.1685852652;6270731.743318781
Point (769031.82239206996746361 6271225.2977857319638133);745;3d79ce59-99c8-0ae9-050d-e2dacb349ff9;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;196.8455380392736;0.04592679791386758;769031.82239207;6271225.297785732
Point (768113.39896703860722482 6272359.92979889921844006);747;2410e244-f008-396c-b28f-8a7f7218de4b;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;199.99999694283466;0.05059324234302449;768113.3989670386;6272359.929798899
Point (802023.58244814770296216 6281933.3035618718713522);748;bb203c2c-cf5f-3119-0a14-ad6e6ecb85c8;645fcadc-5a18-4348-860a-dc378a56b2c3;2022;177.41611878013427;0.04763664123949586;802023.5824481477;6281933.303561872
Point (766446.91975770785938948 6296972.7075045220553875);750;8302c1fa-e76d-7133-57cd-96a1ae309859;765ae442-a367-4984-b766-50e955e796e7;2022;217.8946365210122;0.018783428399767644;766446.9197577079;6296972.707504522
Point (973727.58478860836476088 6259059.71018704026937485);751;7d32214a-cc1e-addf-31f3-09cb174b5457;e121d121-700b-4693-b2d6-9623c33a98d2;2022;173.36353289435593;0.12217111488415053;973727.5847886084;6259059.71018704
Point (931239.7812768283765763 6266822.2475341223180294);752;3c6979df-d37f-723d-fc0b-622b8deec3a8;e121d121-700b-4693-b2d6-9623c33a98d2;2022;186.04750312659246;0.0970715981015176;931239.7812768284;6266822.247534122
Point (824005.22317009628750384 6304348.88313574530184269);753;3f75ae20-26fd-ce15-1522-224823b51270;476d90d775084bb9;2022;178.48609091779028;0.010581423264735641;824005.2231700963;6304348.883135745
Point (769539.61745275894645602 6293139.08955760952085257);754;096fd674-8ffa-8db6-0c49-a23c57570ab6;0eafbf73-d883-44b9-b485-ebf6a866bd9e;2022;232.26575773707347;0.001;769539.617452759;6293139.0895576095
Point (768004.55586597300134599 6272414.46518444269895554);755;1af90e63-7655-283c-2b4d-034a5d47755b;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;201.83669947099116;0.041799117108653056;768004.555865973;6272414.465184443
Point (796203.66416065371595323 6326839.48391479905694723);758;5d8eb3e2-bfab-a717-f80b-7b570d20020d;476d90d775084bb9;2022;189.15397393656934;0.06564781444934356;796203.6641606537;6326839.483914799
Point (868331.63712068251334131 6332168.74591259006410837);760;27cfb4f2-7b87-0630-2409-386659f211f2;2b1357ab-a164-4ed2-a678-e58f0d4ee353;2022;185.0222165418759;0.06759307194015848;868331.6371206825;6332168.74591259
Point (768989.6591690870700404 6271174.47290846332907677);762;280d9773-b70f-3f01-f4fe-dad347fe639e;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;194.78562262186753;0.0483199890287743;768989.6591690871;6271174.472908463
Point (931244.18958245357498527 6266780.56414039805531502);765;fa95bb9f-6cca-f880-31f1-7b4b1187fcbe;e121d121-700b-4693-b2d6-9623c33a98d2;2022;185.3682610452735;0.1004469860636844;931244.1895824536;6266780.564140398
Point (824009.45177523163147271 6304349.76613801158964634);766;83752575-ad9c-2847-8440-949bcd049652;476d90d775084bb9;2022;177.62896600350817;0.031101209866080864;824009.4517752316;6304349.766138012
Point (867187.90513330372050405 6334479.4805960338562727);768;306d1b93-7eef-5256-9ae2-9a4f447d3775;ad4bfe32-17b9-4021-a677-4071c1897864;2022;100;0.001;867187.9051333037;6334479.480596034
Point (769561.16176302870735526 6293152.96655509620904922);769;df9c4bb5-c213-ef25-b46b-52d986505d55;0eafbf73-d883-44b9-b485-ebf6a866bd9e;2022;209.8086638241417;0.04473849393565543;769561.1617630287;6293152.966555096
Point (844433.13241851271595806 6443765.16033580061048269);770;9526d991-c89f-9bee-d0dc-893a1b3c48da;42cf3032-7483-44ba-a405-b6f8dafdfc4d;2022;194.63269214810578;0.036705031710573446;844433.1324185127;6443765.160335801
Point (844919.91551831399556249 6335866.25485103204846382);771;1f49d1df-4209-800b-fc0a-d1abed34e1e8;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;172.80905831857356;0.0718897185640948;844919.915518314;6335866.254851032
Point (973738.69964931288268417 6259046.36514549236744642);772;2d49f107-b1ab-320b-16bb-5635116764e5;e121d121-700b-4693-b2d6-9623c33a98d2;2022;189.41163834196607;0.06933794009562151;973738.6996493129;6259046.365145492
Point (823983.08178185054566711 6304339.97321519907563925);773;e0ae7574-7a86-9228-693b-b01dfaa501f4;476d90d775084bb9;2022;172.2146658278345;0.012853853304247768;823983.0817818505;6304339.973215199
Point (866337.64223162841517478 6338180.89945410098880529);774;d959d0c9-a445-db2f-bdc2-49b88b614052;ad4bfe32-17b9-4021-a677-4071c1897864;2022;100;0.004509672986454204;866337.6422316284;6338180.899454101
Point (850100.94903209735639393 6337634.80183809529989958);775;8c0251d0-a78b-b579-1335-23f61fbc7033;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;178.60413861169857;0.08957547606453063;850100.9490320974;6337634.801838095
Point (846402.51845688163302839 6331960.94097112864255905);776;750731b9-a216-97ca-d238-14829192b9bf;6c3c545f-a5c7-4ed6-9a6f-3012995b8b0b;2022;196.60395573442386;0.9475940104244057;846402.5184568816;6331960.940971129
Point (824337.27074463770259172 6304317.16839132737368345);777;1f60a59f-ba2c-9db1-42a1-483053ce030f;476d90d775084bb9;2022;188.10703280485387;0.012800265024193116;824337.2707446377;6304317.168391327
Point (872023.84273520298302174 6332215.68040690012276173);778;0c62864c-c76d-12c0-f306-09ca5f832d51;ad4bfe32-17b9-4021-a677-4071c1897864;2022;100;0.010274778167096373;872023.842735203;6332215.6804069
Point (769203.5569844403071329 6271148.26153453160077333);779;d6d803e4-d4ba-e898-37b5-160820af38e1;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;193.80069582759378;0.04004449001710923;769203.5569844403;6271148.261534532
Point (796205.22164698713459074 6326854.27953293826431036);780;1949dc65-04c7-1efe-f5c0-ffb9cb0b9709;476d90d775084bb9;2022;187.39911449088012;0.056240547681932276;796205.2216469871;6326854.279532938
Point (808317.48968906595837325 6322275.19325259793549776);781;837cc8e6-40d4-f0dd-0f09-1721f4a28a8b;eabe86b0fe6543e2;2022;187.33615659074007;0.07031535002857978;808317.489689066;6322275.193252598
Point (843734.9165795894805342 6343436.47657273057848215);783;6155adad-49cf-e989-5e25-0c5f6df2d9f1;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;205.98267945251723;0.027030549101336124;843734.9165795895;6343436.476572731
Point (768015.88277853780891746 6272332.97625616006553173);786;318e68cc-4868-9acd-b2d0-7d22abae30e7;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;195.94829548558195;0.05181573245103354;768015.8827785378;6272332.97625616
Point (702900.62043199664913118 6252940.87185180280357599);787;bedd9e66-206f-ebaf-a2d2-ff0358b320ed;a61645e9-29f2-4055-9d87-82af061bf59a;2022;185.92573513151984;0.06508267159979493;702900.6204319966;6252940.871851803
Point (761787.79742241255007684 6285007.66047183144837618);789;bd770fd2-5a5f-7895-92ed-046e78de4d3e;182f464fe991dd67;2022;184.54641156443267;0.05282594503793601;761787.7974224126;6285007.660471831
Point (768486.0306316064670682 6271843.29494410380721092);790;ba7e53c3-49c5-87d4-109e-486225a025a2;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;197.027184893009;0.05512855212328063;768486.0306316065;6271843.294944104
Point (828508.14252850343473256 6317989.89131340105086565);791;8403af11-b354-4124-3cfb-898c1ea6a589;a73c5c1dba696f08;2022;178.5990988363353;0.058863140328749355;828508.1425285034;6317989.891313401
Point (823980.68351941462606192 6304337.79971938766539097);792;992ef2d0-0f50-4c19-d6e2-678da674cf7a;476d90d775084bb9;2022;170.90493651568843;0.029520717567007193;823980.6835194146;6304337.799719388
Point (796141.47418976831249893 6327162.52011115942150354);793;50a87533-6bf6-be46-0568-f69542721084;6e6b6bf3-8b23-45e5-a191-bd8f4b31e8a0;2022;182.3765069237666;0.0690259459327692;796141.4741897683;6327162.520111159
Point (957304.79951724573038518 6249174.09517698083072901);794;d21e64f0-0d9c-3cce-27c4-b6d5aacc137c;46bbafcc-7173-477d-8549-4131dcf13ab9;2022;200.9866439071662;0.10382405903496561;957304.7995172457;6249174.095176981
Point (806675.70766411896329373 6288347.36620328761637211);795;ab30cdc1-ffdc-dc09-6c32-cc230126eb56;1f29cd47-378c-44b9-af7d-9ca2be0af4c9;2022;350;0.007296841804442866;806675.707664119;6288347.366203288
Point (866336.05225136911030859 6338183.61540286615490913);796;100b2474-c9f4-e1fd-2dd4-953848e6a580;2b1357ab-a164-4ed2-a678-e58f0d4ee353;2022;175.0680434671605;0.07000692459994802;866336.0522513691;6338183.615402866
Point (869692.69071181514300406 6330887.5238667968660593);797;6b3f12e5-f172-99bf-5ec9-47ca56398ba0;ad4bfe32-17b9-4021-a677-4071c1897864;2022;283.10443313435223;0.0056975953192604425;869692.6907118151;6330887.523866797
Point (942749.73389092809520662 6252646.28299272991716862);798;4eac46a0-5377-8338-22f7-5db4a1372174;e121d121-700b-4693-b2d6-9623c33a98d2;2022;168.2682328741811;0.12118506595820337;942749.7338909281;6252646.28299273
Point (920165.08983629546128213 6283622.28394898027181625);799;5ce18fa1-ac7e-bc9c-cb03-cfed7ef69118;54321798-02fb-48f3-8208-07e4d9b39af6;2022;180.20543656938304;0.1085712919211975;920165.0898362955;6283622.28394898
Point (746118.75792305765207857 6290323.02486348431557417);800;f508fc31-e2f4-cfd2-cb39-4f797d7cd0a0;b5812893-8410-4245-8d8b-adc006768314;2022;169.77169773013424;0.09204120130370708;746118.7579230577;6290323.024863484
Point (768482.67598315968643874 6271841.00211390759795904);801;e8923f77-718d-c7fc-cf70-08e1f7edbf34;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;198.80604065801984;0.057141193996546664;768482.6759831597;6271841.002113908
Point (669019.13411906559485942 6247053.01702258456498384);802;fd7c2fca-63d3-7759-015d-62fec1f194e5;7ad63fb6-f010-4f70-a262-11c20e1310ee;2022;191.6054927686189;0.02357050124631808;669019.1341190656;6247053.017022585
Point (955099.87426774890627712 6239839.66300495620816946);803;47ebe9db-5b1b-bb9e-14a2-309ca9fca5a0;54321798-02fb-48f3-8208-07e4d9b39af6;2022;212.4440413630188;0.10466608011278142;955099.8742677489;6239839.663004956
Point (850689.78049356467090547 6355144.25069520249962807);804;5f7e2efe-041a-8a88-32bf-4b9056145bba;124957ca-b92f-4c15-8e7c-f63381b988b6;2022;174.1277381729268;0.06102942242192893;850689.7804935647;6355144.2506952025
Point (695628.17635135445743799 6253751.49520489759743214);806;37315776-59ef-0ca9-697d-af88eff47be2;5156578b-964e-4ca0-a2a6-bf87903bd7ef;2022;167.2368746444258;0.1206520858585516;695628.1763513545;6253751.495204898
Point (702849.5645502646220848 6258941.80451133940368891);807;da9e71ef-6208-d917-0757-bd73ca92dde0;a61645e9-29f2-4055-9d87-82af061bf59a;2022;180.71532816390004;0.07245918441312113;702849.5645502646;6258941.804511339
Point (768516.22133038530591875 6271816.23991304356604815);808;5a072cce-7df7-2a2f-6055-2fa4604dc577;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;193.129414765709;0.06230060347207092;768516.2213303853;6271816.239913044
Point (769094.09642734087537974 6271159.67518829740583897);809;529df90b-9cf2-b708-ac66-f907c1ad216c;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;193.21578566097313;0.047115742504589324;769094.0964273409;6271159.675188297
Point (941920.6597245205193758 6251390.13981398660689592);810;a6c5dfbf-1e73-d439-d69d-ad5e97281063;e121d121-700b-4693-b2d6-9623c33a98d2;2022;183.8946117988772;0.07542114423591015;941920.6597245205;6251390.139813987
Point (843786.45493523601908237 6343427.80379979871213436);811;bd4a3a47-f826-59d2-e91a-dace14769cbb;bcb402f7-ef9b-4b47-9521-2edc99662651;2022;199.9925449978714;0.010059442316083108;843786.454935236;6343427.803799799
Point (769150.33313627482857555 6271315.32945058774203062);812;a7b08f01-25c0-1e44-ada1-7fb3a4075c0a;b87c35cf-541a-4f70-84d2-aba1b142f952;2022;196.17662306093166;0.04300681866785117;769150.3331362748;6271315.329450588
Point (962643.76434072211850435 6235349.95866393763571978);814;d82f6f1a-b870-187a-d905-92d93d4764b9;bd19d6da93786dda;2022;178.0409161938833;0.20933301154064188;962643.7643407221;6235349.958663938
Point (867182.23220688966102898 6334493.45806081127375364);816;f52bef5a-92ef-567d-a5c8-d8e608ef5943;ad4bfe32-17b9-4021-a677-4071c1897864;2022;99.99999999999999;0.0021476467485958477;867182.2322068897;6334493.458060811
Point (845345.09214922843966633 6443530.64391229301691055);817;a56ae7b4-d576-eb43-a040-bfb06fbfb20d;42cf3032-7483-44ba-a405-b6f8dafdfc4d;2022;173.52953408476557;0.044916038507279155;845345.0921492284;6443530.643912293
Point (844922.79564989451318979 6335865.55610794574022293);818;80a16d71-706c-8639-6bb4-25fdd6a9f580;e12c19e5-6fe6-4351-8d85-4308ada0bff7;2022;168.1323743474317;0.06162319351307914;844922.7956498945;6335865.556107946
Point (768000.09831490041688085 6272542.30094222817569971);819;960b30c2-d284-b6ee-2756-b24bcb602b5c;ca356d8e-84b3-4420-b679-2beea95a713e;2022;212.3346644390188;0.04479233062731948;768000.0983149004;6272542.300942228
Point (790254.50667747051920742 6324064.59968927688896656);821;b3da1049-7429-7761-69cd-c3be3f2ff42c;6e6b6bf3-8b23-45e5-a191-bd8f4b31e8a0;2022;178.8172154289152;0.09764338271595849;790254.5066774705;6324064.599689277
Point (954217.42149087274447083 6242101.6173459030687809);822;95b5f6c8-5528-e32d-e814-7360536122aa;54321798-02fb-48f3-8208-07e4d9b39af6;2022;328.461909884972;0.0026230568454273994;954217.4214908727;6242101.617345903
